"","Ac_No","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"1342",144991,25,7,1,"M","Married",710.145085
"1346",192060,48,30,1,"M","Single",576.4028819
"1348",122083,23,6,1,"M","Married",616.3823065
"1349",167021,63,44,1,"M","Married",56.572462
"1353",191545,52,34,1,"M","Single",469.9768848
"1355",181019,16,0,1,"M","Single",335.6097647
"1356",144257,38,17,1,"M","Single",432.002112
"1360",160251,46,26,1,"F","Single",393.3384205
"1362",167465,28,11,1,"M","Single",450.9763993
"1363",127811,24,7,1,"F","Single",511.193896
"1367",191015,50,30,1,"F","Single",358.0521139
"1369",123096,52,35,1,"F","Married",619.7939909
"1370",182875,67,50,1,"M","Single",406.9366871
"1374",151911,34,13,1,"F","Married",373.1316241
"1376",176273,19,2,1,"F","Single",717.8144118
"1377",190389,29,12,1,"F","Married",250.159522
"1381",172899,21,4,1,"M","Single",928.8911063
"1383",196985,27,7,1,"F","Single",319.4147025
"1384",185928,50,30,1,"F","Single",396.6472629
"1388",189205,19,2,1,"F","Single",742.6331885
"1390",140454,40,19,1,"F","Single",364.1423345
"1391",171488,43,23,1,"F","Married",357.4166068
"1395",182178,23,5,1,"M","Single",1070.210869
"1397",109285,44,25,1,"M","Married",246.6122491
"1398",114825,69,48,1,"M","Married",230.5859594
"1402",118528,47,27,1,"M","Married",359.6943071
"1404",145024,22,4,1,"F","Married",257.4622527
"1405",166472,67,47,1,"F","Married",186.5116392
"1409",191739,21,2,1,"M","Married",567.532752
"1411",140895,45,28,1,"F","Single",576.543884
"1412",181167,64,45,1,"F","Married",117.1345839
"1416",132804,62,45,1,"M","Single",39.37000756
"1418",117546,27,9,1,"F","Single",551.5028929
"1419",173551,70,53,1,"F","Married",180.3930764
"1423",103072,18,1,1,"F","Married",839.6952451
"1425",174446,23,5,1,"M","Single",944.4645244
"1426",151393,21,4,1,"F","Single",568.0651961
"1430",156852,22,3,1,"F","Married",355.0916144
"1432",185959,25,7,1,"M","Married",227.9545285
"1433",196363,57,40,1,"M","Married",447.7210355
"1437",157886,55,37,1,"F","Single",496.9354782
"1439",187071,22,4,1,"F","Married",220.4425159
"1440",131351,20,1,1,"M","Married",357.0735933
"1444",182624,20,1,1,"M","Single",466.7879145
"1446",154758,27,9,1,"F","Married",346.2778383
"1447",103008,52,32,1,"F","Married",350.5612148
"1451",183726,44,24,1,"M","Single",476.6461403
"1453",126129,24,7,1,"M","Married",285.9332715
"1454",160246,22,3,1,"M","Single",1128.246122
"1458",104444,47,27,1,"F","Married",185.1463607
"1460",148654,51,34,1,"M","Single",441.2667676
"1461",199606,58,39,1,"M","Married",427.8410376
"1465",119389,54,36,1,"F","Single",516.7950519
"1467",172782,60,43,1,"M","Single",357.9918615
"1468",100171,70,53,1,"F","Married",237.9571792
"1472",133092,70,51,1,"F","Married",175.6159266
"1474",162666,53,33,1,"M","Married",353.4243914
"1475",186937,68,51,1,"F","Single",395.6797105
"1479",127717,18,0,1,"F","Married",383.2031519
"1481",130297,60,40,1,"M","Married",413.7740071
"1482",165338,24,6,1,"M","Married",294.1784171
"1486",192917,42,22,1,"M","Single",591.3249195
"1488",133689,70,53,1,"M","Married",480.2444319
"1489",124048,65,44,1,"F","Single",89.85327017
"1493",184598,47,29,1,"M","Single",989.827214
"1495",156116,46,29,1,"F","Single",387.3513371
"1496",129705,37,19,1,"M","Married",391.4331666
"1500",185668,63,42,1,"F","Married",261.5094393
"1502",123037,34,14,1,"M","Single",394.4787051
"1503",177585,18,1,1,"F","Married",165.552408
"1507",125976,24,7,1,"M","Married",273.1274702
"1509",100651,38,18,1,"M","Married",598.9350854
"1510",196177,65,46,1,"F","Married",109.1127004
"1514",132668,46,26,1,"M","Single",388.1507245
"1516",145651,51,33,1,"F","Single",446.3231382
"1517",138460,65,44,1,"M","Married",337.486374
"1521",145729,47,29,1,"M","Married",466.7029815
"1523",170974,25,8,1,"M","Married",481.9321159
"1524",186648,59,39,1,"F","Married",411.5706433
"1528",117311,47,26,1,"M","Married",369.2694089
"1530",191778,65,46,1,"M","Married",385.3041121
"1531",185675,23,4,1,"F","Married",272.6984372
"1535",178867,67,48,1,"M","Single",397.2069605
"1537",196959,67,48,1,"F","Married",243.3079366
"1538",152317,67,46,1,"F","Single",253.9768052
"1542",145763,23,4,1,"M","Married",360.0686388
"1544",134726,40,20,1,"F","Single",311.8538565
"1545",189463,42,25,1,"F","Single",419.8965691
"1549",116512,21,4,1,"F","Married",198.8228959
"1551",179762,20,3,1,"F","Single",726.9287831
"1552",109487,19,2,1,"M","Married",502.1504835
"1556",128874,38,18,1,"M","Single",588.097128
"1558",187748,20,1,1,"F","Single",1005.793409
"1559",187608,64,44,1,"M","Married",67.44164804
"1563",175968,27,6,1,"F","Single",375.4289998
"1565",115160,16,0,1,"F","Married",363.1691719
"1566",135507,51,32,1,"F","Single",397.3724159
"1570",181598,70,50,1,"M","Married",38.00033731
"1572",180425,61,42,1,"M","Single",33.06159082
"1573",154096,62,43,1,"F","Married",135.2248829
"1577",164563,28,10,1,"F","Married",316.2639336
"1579",115648,64,47,1,"F","Married",87.44162875
"1580",181457,55,37,1,"F","Single",354.1750277
"1584",116966,46,28,1,"M","Married",391.5392555
"1586",122469,68,49,1,"M","Married",348.7748871
"1587",165185,22,4,1,"M","Single",485.4291054
"1591",149438,16,0,1,"M","Single",953.3025049
"1593",128728,26,9,1,"M","Single",436.1834558
"1594",117285,19,0,1,"M","Married",273.7568806
"1598",128167,22,5,1,"F","Single",414.6493457
"1600",122746,45,26,1,"F","Married",171.7162674
"1601",142663,70,49,1,"M","Single",295.5723484
"1605",171542,67,46,1,"F","Married",222.4130618
"1607",170336,45,25,1,"M","Single",732.981314
"1608",103284,16,0,1,"F","Single",480.9872605
"1612",181824,31,14,1,"F","Single",420.2708203
"1614",109670,34,17,1,"F","Single",575.9114126
"1615",111806,63,45,1,"M","Single",303.426557
"1619",150329,65,47,1,"F","Married",124.2207011
"1621",150460,62,44,1,"M","Married",388.631076
"1622",157482,20,1,1,"F","Married",335.9492312
"1626",105127,34,17,1,"M","Married",439.7564936
"1628",113611,24,5,1,"M","Single",880.953005
"1629",141121,63,46,1,"M","Single",209.0394555
"1633",180726,19,1,1,"M","Single",535.0124158
"1635",166566,31,13,1,"F","Single",330.805852
"1636",199290,37,17,1,"M","Married",370.327551
"1640",123112,30,9,1,"M","Married",387.9152486
"1642",140659,62,41,1,"F","Single",39.72257576
"1643",168214,54,34,1,"M","Single",434.1198694
"1647",132503,63,43,1,"F","Single",338.6799977
"1649",184697,61,41,1,"F","Married",23.87112656
"1650",168274,37,18,1,"M","Single",166.9310997
"1654",173364,70,49,1,"F","Married",234.6474302
"1656",136603,67,47,1,"F","Married",229.3791024
"1657",194934,17,0,1,"M","Single",1255.767314
"1661",188607,62,44,1,"F","Married",276.1089391
"1663",107935,34,16,1,"F","Single",395.503013
"1664",123079,25,8,1,"M","Married",486.7162359
"1668",155862,43,25,1,"F","Single",611.9370486
"1670",105221,17,0,1,"M","Married",576.58074
"1671",173841,22,4,1,"M","Married",297.2343156
"1675",142652,53,35,1,"M","Single",405.4233286
"1677",152550,67,50,1,"M","Married",170.9532587
"1678",133137,35,14,1,"M","Single",965.3134906
"1682",115610,24,5,1,"F","Single",439.1176788
"1684",121996,51,32,1,"M","Married",397.5167043
"1685",177363,21,2,1,"F","Married",262.8439707
"1689",164123,25,8,1,"F","Married",503.1421534
"1691",114508,23,4,1,"F","Married",375.2405979
"1692",121593,64,45,1,"F","Married",202.4989254
"1696",199702,46,27,1,"F","Married",424.3622371
"1698",179617,31,11,1,"F","Single",423.1563186
"1699",181593,64,44,1,"F","Married",114.6509439
"1703",187364,46,25,1,"F","Married",150.4301012
"1705",111646,60,42,1,"M","Married",161.9238698
"1706",136007,43,23,1,"M","Single",370.703901
"1710",108673,62,45,1,"M","Married",167.2173799
"1712",132742,19,0,1,"F","Single",244.7718762
"1713",198523,22,4,1,"F","Married",266.0329124
"1717",148812,17,0,1,"M","Single",961.7886561
"1719",150319,43,25,1,"F","Married",366.5270882
"1720",185742,16,0,1,"F","Married",594.1389262
"1724",191567,67,50,1,"M","Single",219.2630685
"1726",128390,61,43,1,"M","Married",245.4681424
"1727",150241,45,27,1,"M","Married",341.0716297
"1731",169190,65,47,1,"F","Single",17.14401051
"1733",196724,28,9,1,"F","Single",481.8169922
"1734",148886,67,47,1,"F","Married",167.3008064
"1738",139039,55,38,1,"M","Married",617.1669192
"1740",165371,21,3,1,"F","Married",692.7306542
"1741",158346,35,18,1,"F","Married",126.0782536
"1745",144776,40,21,1,"F","Married",295.6511677
"1747",133093,25,7,1,"F","Married",374.1729297
"1748",127270,44,26,1,"M","Married",591.9070066
"1752",188206,25,8,1,"M","Married",679.8339825
"1754",186477,32,15,1,"F","Married",306.9422816
"1755",131294,25,7,1,"M","Married",602.2169971
"1759",103611,23,5,1,"F","Single",601.5725579
"1761",132129,66,45,1,"F","Married",32.26493105
"1762",139662,23,4,1,"M","Single",922.892173
"1766",125984,24,7,1,"F","Married",482.8298421
"1768",198167,67,46,1,"M","Married",75.84119327
"1769",190853,25,6,1,"F","Married",183.6143818
"1773",171247,61,43,1,"M","Married",37.58319669
"1775",156780,67,49,1,"F","Single",157.3049769
"1776",162354,60,41,1,"F","Single",56.0717095
"1780",183081,68,50,1,"F","Married",153.9380961
"1782",119439,25,7,1,"F","Single",794.6637929
"1783",138566,67,49,1,"M","Single",161.0657087
"1787",102003,62,43,1,"F","Married",216.683164
"1789",162174,46,28,1,"F","Single",388.163314
"1790",125776,58,39,1,"M","Married",385.3239242
"1794",108280,26,6,1,"F","Married",304.0332799
"1796",104143,41,24,1,"F","Married",310.4958386
"1797",114444,47,28,1,"F","Married",175.4767629
"1801",127147,60,41,1,"M","Single",53.64272115
"1803",113549,70,52,1,"F","Married",39.86574338
"1804",153413,17,0,1,"M","Married",413.2819072
"1808",153788,61,41,1,"M","Single",59.64387603
"1810",157373,25,6,1,"F","Married",221.8503711
"1811",139590,37,20,1,"M","Married",369.8291176
"1815",197576,65,47,1,"M","Single",133.5021321
"1817",126554,63,46,1,"F","Married",34.62634009
"1818",197211,69,50,1,"M","Single",66.92891767
"1822",194044,61,44,1,"M","Married",227.0893362
"1824",130647,36,17,1,"M","Single",522.412567
"1825",156699,34,14,1,"M","Single",463.571379
"1829",135335,36,19,1,"F","Married",339.811243
"1831",146413,18,0,1,"F","Single",678.1012495
"1832",102622,57,36,1,"M","Single",316.9570048
"1836",177539,17,0,1,"M","Single",625.7153342
"1838",159866,16,0,1,"F","Married",426.1706197
"1839",162473,54,37,1,"F","Married",132.1925258
"1843",112104,19,2,1,"F","Single",568.2705563
"1845",178842,66,45,1,"F","Married",425.2158617
"1846",139962,39,19,1,"M","Single",937.0531376
"1850",146652,51,31,1,"F","Married",369.549543
"1852",181968,60,43,1,"M","Single",401.1388059
"1853",156696,70,53,1,"M","Married",97.80945261
"1857",119687,20,3,1,"M","Married",410.0568927
"1859",101583,16,0,1,"F","Married",257.9819928
"1860",160308,44,24,1,"M","Married",665.8883025
"1864",117900,22,5,1,"M","Married",664.5934678
"1866",149784,25,6,1,"M","Married",475.4581044
"1867",115154,23,6,1,"M","Single",487.1763139
"1871",197931,17,0,1,"F","Married",458.5196732
"1873",144482,57,38,1,"M","Married",378.1551984
"1874",125272,17,0,1,"F","Married",169.3142533
"1878",166197,35,17,1,"F","Single",394.0789555
"1880",182918,44,24,1,"M","Single",507.3039313
"1881",173740,59,42,1,"F","Single",369.5012883
"1885",111528,63,42,1,"F","Single",36.83406316
"1887",145387,61,43,1,"F","Single",221.2043504
"1888",151043,28,8,1,"F","Married",308.0062911
"1892",166195,60,42,1,"M","Single",89.69023459
"1894",168465,25,8,1,"F","Married",176.8627735
"1895",186301,66,48,1,"F","Single",209.3377482
"1899",135522,62,43,1,"F","Single",156.6812854
"1901",190557,29,12,1,"M","Single",472.8070804
"1902",108958,52,31,1,"F","Single",379.8610274
"1906",129907,26,8,1,"M","Single",267.485859
"1908",151957,25,7,1,"M","Single",1014.321608
"1909",185864,59,41,1,"F","Single",422.246098
"1913",126985,69,52,1,"F","Married",151.4867587
"1915",141306,16,0,1,"F","Single",390.521486
"1916",193044,42,23,1,"M","Single",458.218025
"1920",160951,31,11,1,"F","Single",444.9004968
"1922",184834,60,39,1,"F","Married",227.5730607
"1923",124134,24,7,1,"M","Married",580.2514514
"1927",176005,51,31,1,"M","Single",203.4147846
"1929",125037,16,0,1,"M","Married",663.3734231
"1930",195408,51,34,1,"M","Single",214.9897118
"1934",145873,30,12,1,"F","Single",359.5554052
"1936",124226,24,5,1,"M","Married",415.5792872
"1937",134092,55,38,1,"M","Single",442.8394769
"1941",174231,67,48,1,"F","Married",33.15465722
"1943",146709,16,0,1,"M","Married",360.7064431
"1944",167940,43,24,1,"F","Married",298.5223534
"1948",158516,21,3,1,"F","Married",338.8357105
"1950",132387,61,44,1,"M","Single",460.7266415
"1951",179908,63,42,1,"F","Married",129.7356
"1955",116968,40,23,1,"M","Single",317.7000496
"1957",136737,59,40,1,"F","Married",325.8069501
"1958",139638,18,0,1,"F","Single",376.8459815
"1962",162778,16,0,1,"M","Married",226.3113181
"1964",103175,49,30,1,"F","Married",386.9751075
"1965",143462,28,8,1,"M","Married",154.1620196
"1969",171234,42,23,1,"M","Married",314.8458289
"1971",128216,28,9,1,"M","Married",570.3726954
"1972",133663,20,3,1,"F","Married",307.6119306
"1976",160652,70,53,1,"M","Married",83.09996407
"1978",190236,44,23,1,"F","Married",289.9684397
"1979",134930,18,0,1,"M","Single",942.7213084
"1983",169001,41,23,1,"F","Single",797.4727074
"1985",177009,27,6,1,"M","Married",646.6608555
"1986",166232,31,14,1,"M","Married",511.7580432
"1990",122754,34,14,1,"M","Married",138.0157484
"1992",188573,18,0,1,"F","Single",536.4047089
"1993",135039,48,29,1,"F","Married",517.2279524
"1997",124317,50,31,1,"F","Single",304.9612526
"1999",178092,68,48,1,"M","Single",295.8847896
"2000",183670,64,47,1,"F","Married",53.08119666
"2004",198581,21,2,1,"F","Single",600.5185664
"2006",110805,31,12,1,"F","Single",205.8293962
"2007",119279,29,8,1,"M","Single",455.2546475
"2011",136200,50,30,1,"M","Married",360.3359183
"2013",119000,57,39,1,"M","Married",340.0212605
"2014",180077,63,43,1,"M","Single",68.70466955
"2018",196789,70,51,1,"F","Married",144.1533344
"2020",146153,38,21,1,"M","Married",329.4565402
"2021",166554,59,40,1,"F","Single",258.9963475
"2025",112718,67,49,1,"M","Married",31.77827713
"2027",151098,70,52,1,"F","Single",307.6472449
"2028",182571,21,2,1,"F","Married",378.441003
"2032",134484,27,10,1,"F","Single",457.6599332
"2034",150113,38,20,1,"M","Single",494.1024466
"2035",199650,64,46,1,"M","Married",120.6584421
"2039",161572,19,0,1,"F","Married",369.8911603
"2041",147728,21,4,1,"F","Married",117.0669225
"2042",139160,22,5,1,"M","Single",366.3782619
"2046",184801,16,0,1,"F","Married",378.1407208
"2048",140270,66,49,1,"F","Single",50.71157626
"2049",153924,43,25,1,"F","Single",457.7243384
"2053",158152,63,43,1,"M","Married",153.2763754
"2055",160864,39,19,1,"F","Married",224.1903456
"2056",165251,60,43,1,"M","Married",32.51585346
"2060",105380,18,0,1,"M","Married",318.9302287
"2062",124642,23,6,1,"M","Single",801.2580357
"2063",151105,67,48,1,"F","Married",208.9477017
"2067",110636,69,50,1,"M","Single",172.8367227
"2069",169850,69,48,1,"F","Married",478.2047046
"2070",111031,18,1,1,"M","Single",462.9537014
"2074",136627,28,10,1,"M","Married",369.4802741
"2076",168909,50,33,1,"F","Married",306.5442945
"2077",105703,50,33,1,"F","Married",232.0329603
"2081",142339,62,42,1,"M","Single",321.1319105
"2083",172347,48,30,1,"F","Married",124.6556691
"2084",153428,22,3,1,"F","Married",134.5213178
"2088",146562,61,40,1,"M","Married",239.5030073
"2090",150429,17,0,1,"M","Single",422.1703601
"2091",138710,21,2,1,"F","Single",753.3982901
"2095",174733,23,6,1,"F","Married",279.7679188
"2097",197856,32,13,1,"M","Married",354.9459359
"2098",176111,29,9,1,"F","Married",642.2300098
"2102",197130,55,37,1,"F","Single",413.932018
"2104",150702,24,5,1,"F","Married",337.5616638
"2105",147202,18,0,1,"F","Married",194.2417501
"2109",125899,32,14,1,"M","Single",387.2409986
"2111",144754,24,6,1,"M","Married",188.4712932
"2112",186180,19,1,1,"M","Married",409.9745118
"2116",173014,65,47,1,"M","Married",570.1182067
"2118",154712,18,0,1,"F","Married",205.8550367
"2119",190962,25,7,1,"M","Married",260.7111751
"2123",187792,43,25,1,"F","Single",383.111618
"2125",140702,31,13,1,"F","Single",296.7397873
"2126",142931,64,47,1,"F","Single",424.8797525
"2130",141609,67,46,1,"F","Married",87.42638215
"2132",136088,63,44,1,"F","Married",148.6616823
"2133",111174,70,51,1,"F","Single",248.5762478
"2137",164643,29,9,1,"F","Married",287.9462439
"2139",133987,17,0,1,"F","Married",342.5996055
"2140",106502,39,20,1,"M","Married",659.9782567
"2144",163597,18,1,1,"F","Married",269.4121493
"2146",183300,65,48,1,"F","Married",174.8904686
"2147",164609,40,21,1,"F","Single",390.5619161
"2151",184105,37,20,1,"M","Married",261.0602312
"2153",168558,32,13,1,"F","Single",214.1314498
"2154",116521,38,17,1,"F","Married",342.69694
"2158",178118,47,30,1,"F","Single",361.7061298
"2160",191785,64,47,1,"F","Married",248.2674932
"2161",129757,24,5,1,"M","Married",489.8566707
"2165",152328,36,16,1,"F","Married",516.5329848
"2167",141392,70,51,1,"F","Single",271.4200491
"2168",111412,41,21,1,"F","Married",295.4013748
"2172",161541,41,24,1,"F","Married",216.0974478
"2174",162683,41,20,1,"M","Single",431.375072
"2175",190955,65,47,1,"F","Married",274.7667043
"2179",181773,68,51,1,"F","Married",268.1844154
"2181",121360,65,44,1,"M","Single",382.5191511
"2182",110838,17,0,1,"M","Single",356.3976584
"2186",104242,25,8,1,"M","Single",2600
"2188",104708,23,4,1,"M","Married",238.6039585
"2189",155156,25,6,1,"F","Single",520.1172483
"2193",131795,36,17,1,"F","Married",249.8851289
"2195",165520,20,2,1,"F","Single",672.9064735
"2196",141929,62,45,1,"M","Single",198.6312063
"2200",187328,53,35,1,"F","Single",166.6465849
"2202",116861,40,19,1,"M","Married",570.7365692
